アンバー,9,9,9
ディルック,9,9,9
ジン,1,1,9
ベネット,1,9,9
ノエル,9,9,9
リサ,9,9,9
香菱,1,1,9
クレー,9,9,9
ウェンティ,9,9,9
ガイア,9,9,9
刻晴,9,1,1
凝光,9,9,9
行秋,1,9,9
タルタリヤ,9,9,9
アルベド,1,9,9
甘雨,9,1,9
鍾離,9,9,9
夜蘭,1,9,9
楓原万葉,9,9,9
神里綾華,10,10,10
早柚,10,10,10
珊瑚宮心海,9,9,9
トーマ,10,10,10
九条裟羅,1,9,1
雷電将軍,9,9,9
神里綾人,10,10,10
久岐忍,1,9,1
アルハイゼン,9,9,9
ナヒーダ,9,9,9
レイラ,1,9,9
放浪者,9,9,9
白朮,9,9,9
綺良々,1,9,1
カーヴェ,9,9,9
ヌヴィレット,9,9,9
リオセスリ,9,9,9
